Project URL,City,State/Province,Country,City Organizer(s),Collaborating Organizations//
www.inaturalist.org/projects/city-nature-challenge-2018-ahmedabad-india,Ahmedabad,Gujarat,India,Ahmedabad University,//
www.inaturalist.org/projects/city-nature-challenge-2018-amarillo,Amarillo Area,Texas,United States of America,Texas Parks and Wildlife,Texas Master Naturalists; Audubon Texas; City of Houston; City of Grapevine; 12 Hills Nature Center; City of Dallas; Blackland Prairie Conservatory and Atelier;  City of Arlington; City of Burleson; City of Fort Worth; Houston Audubon; Katy Prairie Conservancy; Native Prairie Association of Texas; Houston Arboretum and Nature Center; City of Austin; Heard Museum; University of North Texas; University of Texas - Dallas//
www.inaturalist.org/projects/city-nature-challenge-2018-austin,Austin Area,Texas,United States of America,Texas Parks and Wildlife,Texas Master Naturalists; Audubon Texas; City of Houston; City of Grapevine; 12 Hills Nature Center; City of Dallas; Blackland Prairie Conservatory and Atelier;  City of Arlington; City of Burleson; City of Fort Worth; Houston Audubon; Katy Prairie Conservancy; Native Prairie Association of Texas; Houston Arboretum and Nature Center; City of Austin; Heard Museum; University of North Texas; University of Texas - Dallas//
http://natusfera.gbif.es/projects/cnc-2018-cadiz,Bahía de Cádiz,Andalusia,Spain,,//
www.inaturalist.org/projects/city-nature-challenge-2018-baltimore,Baltimore,Maryland,United States of America,National Aquarium,Baltimore City Green Schools; Baltimore City Recreation & Parks (BCRP); Baltimore Ecosystem Study (BES); Chesapeake Bay Environmental Center (CBEC); Chesapeake Bay Foundation (CBF); Columbia Families in Nature; Greater Baltimore Wilderness Coalition (GBWC); Maryland Park Service; Maryland Zoo; National Environmental Education Foundation (NEEF); The Nature Conservancy (TNC); Parks & People Foundation; Samsung; Smithsonian Environmental Research Center (SERC); TreeBaltimore; University of Baltimore (UB); University of Maryland Baltimore County (UMBC); USDA Forest Service//
www.inaturalist.org/projects/city-nature-challenge-maine-2018,Bangor & Portland,Maine,United States of America,Maine Science Festival,//
http://natusfera.gbif.es/projects/biomarato-barcelona-cnc-2018,Barcelona Metropolitan Area,Catalonia,Catalonia,CREAF and CSIC,Ajuntament de Barcelona; Diputació de Barcelona; Anèlides; Universitat Autònoma de Barcelona; Ajuntament de Santa Coloma de Gramanet; Ajuntament de Sant Adrià de Besòs//
https://www.museumfuernaturkunde.berlin/de/mitmachen/buergerwissenschaften/sei-teil-der-city-nature-challenge-2018-berlin,Berlin,Berlin,Germany,The Museum für Naturkunde,//
http://naturalista.biodiversidad.co/projects/reto-naturalista-urbano-2018-bogota-d-c,Bogotá- D.C.,Cundinamarca,Colombia,Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,Universidad del Bosque; Museo de Ciencias Universidad del Bosque; Fundación Dodo; Jardín Botánico de Bogotá; Gimnasio Femenino; Red de Colegios de los Cerros de Bogotá; Fundación Cerros de Bogotá; Red de Sembradores de Teusaquillo; Grupo Ecomunitario; Parque Distrital Entrenubes; Grupo Ecomunitario//
www.inaturalist.org/projects/city-nature-challenge-2018-boston-area,Boston,Massachusetts,United States of America,Encyclopedia of Life- Brandeis University,//
www.inaturalist.org/projects/city-nature-challenge-2018-boulder,Boulder,Colorado,United States of America,Wild Boulder,City of Boulder; the WILD Foundation; and Boulder County//
www.inaturalist.org/projects/city-nature-challenge-2018-bristol-bath,Bristol & Bath City Region,Somerset / Gloucestershire,United Kingdom,"Bristol Natural History Consortium; European Citizen Science Association
",//
www.inaturalist.org/projects/city-nature-challenge-2018-buenos-aires-y-alrededores,Buenos Aires,Buenos Aires,Argentina,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",//
www.inaturalist.org/projects/city-nature-challenge-2018-campo-grande,Campo Grande,Mato Grosso do Sul,Brazil,Universidade Federal Rural do Rio de Janeiro,//
www.inaturalist.org/projects/city-nature-challenge-2018-charlottesville,Charlottesville,Virginia,United States of America,The Nature Conservancy,//
www.inaturalist.org/projects/city-nature-challenge-2018-chicago-wilderness-region,Chicago Wilderness Region,Illinois,United States of America,Habitat 2030,Shedd Aquarium; Chicago Ornithological Society; Chicago Academy of Sciences / Peggy Notebaert Nature Museum; Student Conservation Association; Lincoln Park Zoo//
www.inaturalist.org/projects/city-nature-challenge-2018-cleveland,Cleveland,Ohio,United States of America,Cleveland Museum of Natural History,Lake Erie Allegheny Partnership; University of Mount Union Huston-Brumbaugh Nature Center; Seton Catholic School; Tinkers Creek Watershed Partners; Stark Parks; Western Reserve Land Conservancy; Watershed Volunteer Program (Cleveland Metroparks); Case Western Reserve University//
www.inaturalist.org/projects/city-nature-challenge-2018-curitiba,Curitiba,Paraná,Brazil,Universidade Federal Rural do Rio de Janeiro,//
www.inaturalist.org/projects/city-nature-challenge-2018-dallas-fort-worth,Dallas/Fort Worth Area,Texas,United States of America,Texas Parks and Wildlife,Texas Master Naturalists; Audubon Texas; City of Houston; City of Grapevine; 12 Hills Nature Center; City of Dallas; Blackland Prairie Conservatory and Atelier;  City of Arlington; City of Burleson; City of Fort Worth; Houston Audubon; Katy Prairie Conservancy; Native Prairie Association of Texas; Houston Arboretum and Nature Center; City of Austin; Heard Museum; University of North Texas; University of Texas - Dallas//
www.inaturalist.org/projects/city-nature-challenge-2018-denver-metro-area,Denver Metro Area,Colorado,United States of America,Colorado Parks and Wildlife,The Nature Conservancy; City and County of Denver; Jefferson County//
www.inaturalist.org/projects/city-nature-challenge-2018-twin-ports,Duluth and Surrounding Area,Minnesota,United States of America,Lake Superior Regional Citizen Science Collaborative (LSRCSC),//
www.inaturalist.org/projects/city-nature-challenge-2018-el-paso,El Paso,Texas,United States of America,Texas Parks and Wildlife,Texas Master Naturalists; Audubon Texas; City of Houston; City of Grapevine; 12 Hills Nature Center; City of Dallas; Blackland Prairie Conservatory and Atelier;  City of Arlington; City of Burleson; City of Fort Worth; Houston Audubon; Katy Prairie Conservancy; Native Prairie Association of Texas; Houston Arboretum and Nature Center; City of Austin; Heard Museum; University of North Texas; University of Texas - Dallas//
www.inaturalist.org/projects/city-nature-challenge-2018-florianopolis,Florianópolis,Santa Catarina,Brazil,Universidade Federal Rural do Rio de Janeiro,//
www.inaturalist.org/projects/city-nature-challenge-2018-cabarrus-county-nc,Greater Concord - Cabarrus County,North Carolina,United States of America,City of Concord; Cabarrus County,NC Wildlife Federation; Cabarrus Soil and Water Conservation District; Concord Wildlife Alliance; Reed Goldmine; Land Trust for Central NC; Cabarrus County Schools//
www.inaturalist.org/projects/city-nature-challenge-2018-guimaraes,Guimarães,Norte,Portugal,Laboratório da Paisagem,//
www.inaturalist.org/projects/city-nature-challenge-2018-hermosillo,Hermosillo,Sonora,Mexico,Sky Island Alliance,//
www.inaturalist.org/projects/city-nature-challenge-2018-hong-kong,Hong Kong SAR,Hong Kong SAR,China,Tai Tam Tuk Foundation,Ark Eden; Bloom Association; Canadian International School; Caritas Chan Chun Ha Field Studies Centre; Conservation International HK; Creative Secondary School; EcoBus; Ecology and Biodiversity Society (SS)- HKU; International College Hong Kong; Living Lamma; Lung Fu Shan Environmental Education Centre; Hong Kong International School; Hong Kong Green Drinks; Hong Kong Golf Club; HK Moth-ers; Kadoorie Farm & Botanic Garden; Outdoor Wildlife Learning Hong Kong; School of Biological Sciences- HKU; South Island School (ESF); Swire Institute of Marine Science- HKU; The Nature Conservancy HK; WWF HK//
www.inaturalist.org/projects/city-nature-challenge-2018-houston,Houston Area,Texas,United States of America,Texas Parks and Wildlife,Texas Master Naturalists; Audubon Texas; City of Houston; City of Grapevine; 12 Hills Nature Center; City of Dallas; Blackland Prairie Conservatory and Atelier;  City of Arlington; City of Burleson; City of Fort Worth; Houston Audubon; Katy Prairie Conservancy; Native Prairie Association of Texas; Houston Arboretum and Nature Center; City of Austin; Heard Museum; University of North Texas; University of Texas - Dallas//
www.inaturalist.org/projects/city-nature-challenge-2018-indianapolis,Indianapolis,Indiana,United States of America,,//
www.inaturalist.org/projects/klang-valley-city-nature-challenge-2018,Klang Valley / Greater Kuala Lumpur,Selangor,Malaysia,The Rimba Project / Rimba Ilmu Botanic Garden,Water Warriors; Association of Science- Technology and Innovation; Universiti Tunku Abdul Rahman (UTAR); HELP University; Environmental Protection Society Malaysia; Kota Damansara Community Forest Society; Wildpac Asia; EcoKnights; Society of Wilderness Malaysia; Malaysian Mensa Society//
www.inaturalist.org/projects/city-nature-challenge-2018-la-plata,La Plata City,Buenos Aires,Argentina,Museo de La Plata; Facultad de Ciencias Naturales y Museo (UNLP),//
www.inaturalist.org/projects/city-nature-challenge-2018-southwest-louisiana,Lake Charles/Southwest Louisiana,Lousiana,United States of America,,//
www.inaturalist.org/projects/city-nature-challenge-2018-london,London,Greater London,United Kingdom,Natural History Museum- London,//
www.inaturalist.org/projects/city-nature-challenge-2018-los-angeles,Los Angeles County,California,United States of America,Natural History Museum of Los Angeles County,Amigos de los Rios; Arroyos & Foothills Conservancy; Audubon Center at Debs Park; Cabrillo Marine Aquarium; California State Parks – Los Angeles State Historic Park; City of Los Angeles Sustainability Office; Community Nature Connection; Friends of the Los Angeles River (FOLAR); Grown in L.A.; Heal the Bay; Los Angeles Audubon Society; Los Angeles County Chief Sustainability Office; Los Angeles County Parks & Recreation; Los Angeles Zoo and Botanical Gardens; McDonald's Urban Farm; National Park Service; Occidental College; Resource Conservation District of the Santa Monica Mountains; Studio MLA; UC California Naturalist Program//
www.inaturalist.org/projects/city-nature-challenge-2018-lower-rio-grande-valley,Lower Rio Grande Valley,Texas,United States of America,Texas Parks and Wildlife,Texas Master Naturalists; Audubon Texas; City of Houston; City of Grapevine; 12 Hills Nature Center; City of Dallas; Blackland Prairie Conservatory and Atelier;  City of Arlington; City of Burleson; City of Fort Worth; Houston Audubon; Katy Prairie Conservancy; Native Prairie Association of Texas; Houston Arboretum and Nature Center; City of Austin; Heard Museum; University of North Texas; University of Texas - Dallas//
http://natusfera.gbif.es/projects/biomaraton-madrid-cnc-2018,Madrid Metropolitan Area,Madrid,Spain,GBIF-ES (RJB-CSIC),Real Jardín Botánico de Madrid (RJB-CSIC); Medialab Prado-Ayuntamiento de Madrid; Asociación Naturalista Primilla (ANAPRI); GBIF Spain; Biodiversidad Virtual//
www.inaturalist.org/projects/city-nature-challenge-2018-manaus,Manaus,Amazonas,Brazil,Universidade Federal Rural do Rio de Janeiro,//
www.inaturalist.org/projects/city-nature-challenge-2018-maui,Maui,Hawaii,United States of America,,//
www.inaturalist.org/projects/city-nature-challenge-2018-miami,Miami,Florida,United States of America,Phillip and Patricia Frost Museum of Science,Biscayne Nature Center; Citizens for a Better South Florida; Education Fund Food Forests for Schools Initiative; Environmental Education Providers; Fairchild Tropical Botanic Garden; Florida Master Naturalist Program; Miami Seaquarium; MAST Academy; Miami-Dade County/Environmentally Endangered Lands Program; Mountain to Sea Education; University of Miami; Vizcaya Museum and Gardens//
www.inaturalist.org/projects/city-nature-challenge-2018-minneapolis-st-paul,Minneapolis/St. Paul,Minnesota,United States of America,University of Minnesota Extension,Belwin Outdoor Science; City of St Paul Natural Resources Department/Parks & Recreation; Climate Generation; Conservation Corps of Minnesota and Iowa; Minneapolis Park Board; Minnesota Department of Natural Resources (Afton State Park- Fort Snelling State Park); Minnesota Naturalist Association; Minnesota Valley National Wildlife Refuge; Minnesota Wildlife Tracking Project; Minnesota Zoo; Mississippi National River & Recreation Area; REI; Three Rivers Parks District; Twin Cities Public Television; US Forest Service; University of Minnesota (Extension- Minnesota Master Naturalist Program- The Bell Museum- The Raptor Center- 4-H Youth Development- Cedar Creek Ecosystem Science Reserve- College of Food- Agriculture & Natural Resources Science- Monarch Lab- Wasp Watchers- Minnesota Bee Atlas); Wilderness Inquiry//
http://www.naturalista.mx/projects/city-nature-challenge-2018-monterrey-zona-metropolitana,Monterrey - Zona Metropolitana,Nuevo León,Mexico,Abeja y Planta,Observadores de Aves del Río La Silla- Pr//
www.inaturalist.org/projects/mumbai-and-new-mumbai-area,Mumbai,Maharashtra,India,Bombay Natural History Society,//
www.inaturalist.org/projects/city-nature-challenge-2018-nashville,Nashville,Tennessee,United States of America,Cumberland River Compact,Warner Parks Nature Center; Bells Bend Outdoor Center; Nashville Zoo; Adventure Science Center; Metro Parks//
www.inaturalist.org/projects/city-nature-challenge-2018-new-york-city,New York City,New York,United States of America,Macaulay Honors College- CUNY,Alley Pond Environmental Center; Bronx River Alliance; Brooklyn Bridge Park Conservancy; Central Park Conservancy; Friends of Forest Park; Gowanus Canal Conservancy; Greenbelt Nature Center; Jamaica Bay – Rockaway Parks Conservancy; Metropolitan Expeditionary Learning School; New York Botanical Garden; NYC Department of Parks & Recreation; Randall's Island Park Alliance; Urban Park Rangers; Washington Square Park Eco Projects//
www.inaturalist.org/projects/city-nature-challenge-2018-omaha-metro,Omaha Metro,Nebraska,United States of America,Omaha's Henry Doorly Zoo and Aquarium,//
www.inaturalist.org/projects/city-nature-challenge-2018-padova,Padova,Padova,Italy,Department of Land- Environment- Agriculture and Forestry- University of Padova,Boschi Selvatici di Padova; Settore Ambiente e Territorio- Comune di Padova- University of Padova; ADI Padova; Master GIScience; Ordine Dottori Agronomi e Forestali di Padova; WWF Padova//
www.inaturalist.org/projects/city-nature-challenge-2018-palmer-station-antarctica,Palmer Station- Antarctica,Antarctica,United States of America,"Karen Romano Young ""Antarctic Log""",Bigelow Laboratory for Ocean Sciences//
www.inaturalist.org/projects/city-nature-challenge-2018-pittsburgh,Pittsburgh,Pennsylvania,United States of America,Carnegie Museum of Natural History,Allegheny Land Trust; Pittsburgh Parks Conservancy; Western Pennsylvania Conservancy; Audubon Society of Western Pennsylvania; Allegheny Bird Conservation Alliance; National Aviary; Upper St. Clair Citizens for Land Stewardship//
www.inaturalist.org/projects/city-nature-challenge-2018-plymouth-uk,Plymouth,Devon,United Kingdom,The Marine Biological Association,//
www.inaturalist.org/projects/city-nature-challenge-2018-prague,Prague,Prague,Czech Republic,National Museum,//
www.inaturalist.org/projects/city-nature-challenge-2018-triangle-area,Raleigh,North Carolina,United States of America,North Carolina Museum of Natural Sciences,//
www.inaturalist.org/projects/city-nature-challenge-2018-richmond,Richmond,Virginia,United States of America,The Nature Conservancy,//
www.inaturalist.org/projects/city-nature-challenge-2018-rio-de-janeiro,Rio de Janeiro,Rio de Janeiro,Brazil,Universidade Federal Rural do Rio de Janeiro,//
www.inaturalist.org/projects/city-nature-challenge-2018-roma,Rome,Rome,Italy,Department of Environmental Biology- Sapienza University of Rome,WWF Italia; Csmon-LIFE Project; Università degli Studi di Trieste; Direzione Ambiente e Sistemi Naturali- Regione Lazio; Parco Regionale dell'Appia Antica; Accademia Nazionale delle Scienze detta dei XL; Dipartimento di Biologia- Università di Roma Tre; Società Romana di Scienze Naturali; Dipartimento di Biologia- Università di Tor Vergata; European Citizen Science Association; Zètema//
www.inaturalist.org/projects/city-nature-challenge-2018-salvador,Salvador,Bahia,Brazil,Universidade Federal Rural do Rio de Janeiro,//
www.inaturalist.org/projects/city-nature-challenge-2018-san-antonio,San Antonio Area,Texas,United States of America,Texas Parks and Wildlife,Texas Master Naturalists; Audubon Texas; City of Houston; City of Grapevine; 12 Hills Nature Center; City of Dallas; Blackland Prairie Conservatory and Atelier;  City of Arlington; City of Burleson; City of Fort Worth; Houston Audubon; Katy Prairie Conservancy; Native Prairie Association of Texas; Houston Arboretum and Nature Center; City of Austin; Heard Museum; University of North Texas; University of Texas - Dallas//
www.inaturalist.org/projects/city-nature-challenge-2018-san-diego-county,San Diego County,California,United States of America,San Diego Natural History Museum,Tijuana Estuary (CA State Parks); Mission Trails Regional Park (SD Regional Parks); San Diego River Park Foundation; San Diego Gas & Electric; San Diego State University Natural History Club; Southwestern College; Anza-Borrego Foundation; Hike San Diego; San Diego Public Library; San Diego Field Ornithologists; Friends of Rose Canyon; Tecolote Nature Center; Black Mountain Open Space; Earth Discovery Institute; Ocean Discovery Institute; San Diego chapter of the American Society of Landscape Architects; University of San Diego; Cabrillo National Park; San Diego Audubon//
www.inaturalist.org/projects/city-nature-challenge-2018-san-francisco-bay-area,San Francisco Bay Area,California,United States of America,California Academy of Sciences,//
www.inaturalist.org/projects/city-nature-challenge-2018-sao-paulo,São Paulo,São Paulo,Brazil,Universidade Federal Rural do Rio de Janeiro,//
www.inaturalist.org/projects/city-nature-challenge-2018-seattle-metropolitan-area,Seattle Metropolitan Area,Washington,United States of America,Woodland Park Zoo,//
http://natusfera.gbif.es/projects/cnc-2018-sevilla,Sevilla,Andalusia,Spain,,//
www.inaturalist.org/projects/city-nature-challenge-2018-southern-oregon,Southern Oregon,Oregon,United States of America,Southern Oregon Regional Environmental Education Leaders; Klamath Outdoor Science School; Southern Oregon Land Conservancy,//
www.inaturalist.org/projects/city-nature-challenge-2018-st-louis-mo,St. Louis City & MSA Region,Missouri,United States of America,City of St. Louis and BiodiverseCity St. Louis,Missouri Botanical Garden; Saint Louis Zoo; St. Louis Academy of Sciences//
www.inaturalist.org/projects/city-nature-challenge-2018-the-wasatch,The Wasatch Front (Salt Lake City),Utah,United States of America,Natural History Museum of Utah,Salt Lake City Parks and Public Lands; The Ogden Nature Center; The Nature Conservancy; Thanksgiving Point; Swaner EcoCenter; Salt Lake County Library Services; Utah Master Naturalists; Utah's Hogle Zoo; South Valley School; Hartland Community 4 Youth and Families//
www.inaturalist.org/projects/city-nature-challenge-2018-tokyo,Tokyo- Japan,Tokyo,Japan,Tokyo City University,WWF Japan; The Nature Conservation Society of Japan; Setagaya City Office; Tokyo Metropolis; Setagaya Natural Trust//
www.inaturalist.org/projects/tulsa-city-wide-nature-challenge-2018,Tulsa Region,Oklahoma,United States of America,Tulsa Regional STEM Alliance,Oklahoma Department of Education; Oxley Nature Center; COSTEMA; Tulsa Botanic Gardens; Linnaeus Gardens; Celebrate the Earth Event; Up With Trees; Tulsa Zoo; OK Auqarium//
www.inaturalist.org/projects/city-nature-challenge-2018-vancouver-british-columbia,Vancouver,British Columbia,Canada,Vancouver Board of Parks and Recreation,//
www.inaturalist.org/projects/city-nature-challenge-2018-washington-dc-metro-area,Washington- D.C. Metro Area,Disctrict of Columbia,United States of America,The Nature Conservancy; DC Regional Citizen Science Group,Smithsonian National Museum of Natural History; Biophilic DC; Virginia Master Naturalists; Arlington Regional Master Naturalists; Arlington County; Merrimac Farm Master Naturalists; Shenandoah Master Naturalists; 4 Mile Run Conservancy; Maryland Park Service; Maryland Department of Natural Resources; Earth ConservationCorps; AAAS STPF Crowdsourcing & Citizen Science Affinity Group;  Anacostia Watershed Society; Friends of Sligo Creek; City Wildlife; Smithsonian Conservation Biology Institute//
http://inaturalist.ca/projects/city-nature-challenge-2018-waterloo-region,Waterloo Region,Ontario,Canada,rare Charitable Research Reserve,Waterloo Region Nature; City of Waterloo//